V,1034,1
C,10068,10068
V,1036,1
V,1077,1
V,1040,1
C,10069,10069
V,1032,1
C,10070,10070
V,1008,1
V,1009,1
V,1058,1
V,1017,1
V,1018,1
V,1042,1
V,1021,1
C,10071,10071
V,1008,1
V,1009,1
V,1001,1
V,1034,1
C,10072,10072
V,1140,1
V,1008,1
V,1009,1
V,1034,1
C,10073,10073
V,1034,1
V,1004,1
C,10074,10074
V,1008,1
V,1034,1
C,10075,10075
V,1008,1
V,1038,1
V,1026,1
V,1041,1
V,1034,1
V,1018,1
C,10076,10076
V,1032,1
C,10077,10077
V,1008,1
V,1004,1
V,1034,1
C,10078,10078
V,1008,1
C,10079,10079
V,1025,1
C,10080,10080
V,1006,1
C,10081,10081
V,1119,1
V,1008,1
V,1030,1
V,1024,1
V,1018,1
C,10082,10082
V,1046,1
V,1001,1
C,10083,10083
V,1004,1
C,10084,10084
V,1004,1
C,10085,10085
V,1001,1
V,1003,1
V,1018,1
V,1184,1
C,10086,10086
V,1001,1
V,1003,1
V,1018,1
C,10087,10087
V,1004,1
V,1091,1
C,10088,10088
V,1008,1
V,1020,1
V,1017,1
V,1004,1
V,1018,1
C,10089,10089
V,1046,1
V,1003,1
V,1001,1
V,1034,1
V,1018,1
C,10090,10090
V,1075,1
C,10091,10091
V,1034,1
C,10092,10092
V,1137,1
V,1017,1
V,1035,1
V,1008,1
V,1046,1
V,1001,1
V,1003,1
V,1034,1
C,10093,10093
V,1008,1
V,1034,1
C,10094,10094
V,1008,1
V,1032,1
V,1004,1
C,10095,10095
V,1008,1
C,10096,10096
V,1025,1
V,1081,1
V,1008,1
V,1026,1
V,1001,1
V,1003,1
V,1034,1
V,1083,1
C,10097,10097
V,1008,1
V,1003,1
V,1001,1
V,1034,1
C,10098,10098
V,1165,1
C,10099,10099
V,1171,1
V,1020,1
V,1026,1
V,1017,1
C,10100,10100
V,1020,1
V,1021,1
C,10101,10101
V,1008,1
V,1034,1
C,10102,10102
V,1010,1
V,1171,1
V,1017,1
V,1042,1
C,10103,10103
V,1076,1
V,1017,1
V,1004,1
V,1018,1
V,1074,1
V,1009,1
V,1001,1
V,1002,1
C,10104,10104
V,1008,1
V,1054,1
V,1017,1
V,1066,1
C,10105,10105
V,1020,1
V,1082,1
V,1017,1
V,1004,1
V,1169,1
V,1008,1
V,1003,1
V,1001,1
V,1034,1
V,1083,1
C,10106,10106
V,1008,1
V,1009,1
V,1034,1
C,10107,10107
V,1008,1
V,1034,1
C,10108,10108
V,1008,1
V,1018,1
V,1034,1
V,1004,1
C,10109,10109
V,1020,1
C,10110,10110
V,1008,1
V,1034,1
V,1004,1
C,10111,10111
V,1034,1
C,10112,10112
V,1020,1
V,1038,1
V,1053,1
C,10113,10113
V,1019,1
V,1057,1
C,10114,10114
V,1084,1
V,1158,1
C,10115,10115
V,1009,1
C,10116,10116
V,1034,1
C,10117,10117
V,1034,1
C,10118,10118
V,1030,1
V,1017,1
V,1004,1
V,1018,1
C,10119,10119
V,1008,1
V,1030,1
V,1024,1
C,10120,10120
V,1032,1
C,10121,10121
V,1008,1
V,1058,1
V,1102,1
V,1018,1
C,10122,10122
V,1076,1
V,1001,1
V,1003,1
V,1018,1
C,10123,10123
V,1008,1
V,1009,1
C,10124,10124
V,1034,1
C,10125,10125
V,1008,1
V,1016,1
C,10126,10126
V,1073,1
C,10127,10127
V,1034,1
C,10128,10128
V,1032,1
V,1004,1
C,10129,10129
V,1008,1
V,1049,1
V,1041,1
V,1003,1
V,1001,1
V,1004,1
V,1018,1
C,10130,10130
V,1032,1
C,10131,10131
V,1160,1
V,1203,1
C,10132,10132
V,1070,1
C,10133,10133
V,1190,1
V,1000,1
V,1008,1
V,1025,1
V,1027,1
V,1125,1
V,1038,1
V,1026,1
V,1070,1
V,1041,1
V,1042,1
V,1034,1
C,10134,10134
V,1008,1
V,1052,1
V,1060,1
V,1018,1
C,10135,10135
V,1017,1
C,10136,10136
V,1029,1
C,10137,10137
V,1025,1
V,1026,1
C,10138,10138
V,1008,1
V,1034,1
C,10139,10139
V,1008,1
V,1009,1
V,1001,1
C,10140,10140
V,1004,1
C,10141,10141
V,1061,1
C,10142,10142
V,1008,1
V,1004,1
C,10143,10143
V,1008,1
V,1034,1
C,10144,10144
V,1044,1
C,10145,10145
V,1008,1
V,1001,1
V,1034,1
C,10146,10146
V,1008,1
V,1017,1
V,1053,1
V,1021,1
C,10147,10147
V,1007,1
C,10148,10148
V,1008,1
V,1020,1
V,1009,1
V,1003,1
V,1001,1
V,1091,1
V,1018,1
V,1167,1
C,10149,10149
V,1004,1
C,10150,10150
V,1025,1
C,10151,10151
V,1070,1
V,1004,1
V,1036,1
V,1008,1
V,1027,1
V,1126,1
V,1125,1
V,1038,1
V,1031,1
V,1026,1
V,1041,1
V,1001,1
V,1034,1
C,10152,10152
V,1004,1
C,10153,10153
V,1008,1
V,1034,1
C,10154,10154
V,1118,1
V,1017,1
V,1096,1
C,10155,10155
V,1010,1
C,10156,10156
V,1069,1
V,1038,1
V,1026,1
C,10157,10157
V,1001,1
C,10158,10158
V,1188,1
C,10159,10159
V,1295,1
C,10160,10160
V,1003,1
V,1004,1
V,1028,1
C,10161,10161
V,1025,1
C,10162,10162
V,1069,1
C,10163,10163
V,1008,1
V,1188,1
V,1009,1
V,1004,1
V,1034,1
C,10164,10164
V,1123,1
V,1009,1
V,1052,1
C,10165,10165
V,1004,1
V,1034,1
C,10166,10166
V,1030,1
V,1004,1
C,10167,10167
V,1008,1
V,1009,1
C,10168,10168
V,1208,1
V,1010,1
V,1093,1
V,1017,1
C,10169,10169
V,1065,1
C,10170,10170
V,1008,1
V,1125,1
C,10171,10171
V,1040,1
V,1052,1
C,10172,10172
V,1008,1
V,1004,1
V,1034,1
C,10173,10173
V,1008,1
V,1034,1
C,10174,10174
V,1119,1
V,1008,1
V,1034,1
V,1018,1
V,1004,1
C,10175,10175
V,1020,1
C,10176,10176
V,1029,1
V,1048,1
V,1043,1
C,10177,10177
V,1034,1
C,10178,10178
V,1025,1
V,1026,1
C,10179,10179
V,1008,1
V,1018,1
C,10180,10180
V,1008,1
V,1031,1
V,1057,1
C,10181,10181
V,1112,1
C,10182,10182
V,1008,1
V,1035,1
V,1009,1
V,1017,1
V,1001,1
V,1114,1
V,1018,1
V,1034,1
C,10183,10183
V,1025,1
V,1073,1
C,10184,10184
V,1038,1
V,1026,1
V,1004,1
C,10185,10185
V,1004,1
C,10186,10186
V,1017,1
V,1004,1
C,10187,10187
V,1045,1
V,1008,1
V,1017,1
V,1034,1
V,1004,1
C,10188,10188
V,1009,1
V,1041,1
C,10189,10189
V,1183,1
C,10190,10190
V,1025,1
V,1022,1
V,1027,1
V,1038,1
V,1026,1
V,1070,1
V,1041,1
C,10191,10191
V,1008,1
V,1034,1
C,10192,10192
V,1008,1
V,1045,1
C,10193,10193
V,1025,1
V,1017,1
V,1063,1
V,1024,1
V,1004,1
V,1008,1
V,1009,1
V,1026,1
V,1034,1
C,10194,10194
V,1008,1
V,1039,1
V,1017,1
V,1034,1
C,10195,10195
V,1109,1
C,10196,10196
V,1008,1
V,1158,1
V,1009,1
C,10197,10197
V,1034,1
C,10198,10198
V,1007,1
V,1003,1
V,1004,1
C,10199,10199
V,1095,1
V,1032,1
C,10200,10200
V,1008,1
C,10201,10201
V,1008,1
V,1017,1
V,1034,1
C,10202,10202
V,1222,1
V,1040,1
V,1017,1
V,1100,1
V,1004,1
V,1002,1
V,1034,1
C,10203,10203
V,1123,1
V,1017,1
V,1004,1
V,1034,1
C,10204,10204
V,1035,1
V,1060,1
V,1001,1
V,1003,1
V,1002,1
V,1018,1
C,10205,10205
V,1063,1
V,1004,1
C,10206,10206
V,1008,1
V,1017,1
V,1040,1
V,1116,1
C,10207,10207
V,1008,1
V,1004,1
C,10208,10208
V,1055,1
V,1017,1
V,1002,1
C,10209,10209
V,1008,1
V,1034,1
C,10210,10210
V,1025,1
V,1045,1
V,1058,1
V,1017,1
V,1004,1
V,1000,1
V,1046,1
V,1026,1
V,1032,1
V,1001,1
V,1002,1
V,1053,1
V,1034,1
C,10211,10211
V,1075,1
C,10212,10212
V,1008,1
V,1009,1
C,10213,10213
V,1045,1
V,1008,1
C,10214,10214
V,1037,1
V,1009,1
V,1017,1
C,10215,10215
V,1008,1
V,1160,1
V,1003,1
V,1004,1
V,1018,1
V,1231,1
C,10216,10216
V,1165,1
C,10217,10217
V,1010,1
V,1017,1
V,1003,1
V,1001,1
V,1013,1
V,1002,1
C,10218,10218
V,1295,1
V,1004,1
C,10219,10219
V,1119,1
V,1008,1
V,1241,1
C,10220,10220
V,1008,1
V,1007,1
V,1179,1
V,1034,1
C,10221,10221
V,1123,1
V,1007,1
C,10222,10222
V,1008,1
V,1065,1
V,1038,1
V,1026,1
V,1042,1
V,1053,1
V,1034,1
C,10223,10223
V,1008,1
V,1034,1
C,10224,10224
V,1008,1
V,1076,1
V,1003,1
V,1018,1
C,10225,10225
V,1004,1
C,10226,10226
V,1034,1
C,10227,10227
V,1008,1
V,1017,1
V,1076,1
V,1003,1
V,1001,1
V,1018,1
V,1004,1
C,10228,10228
V,1001,1
C,10229,10229
V,1008,1
V,1007,1
C,10230,10230
V,1008,1
V,1034,1
C,10231,10231
V,1158,1
C,10232,10232
V,1000,1
V,1001,1
V,1018,1
V,1004,1
V,1034,1
C,10233,10233
V,1004,1
C,10234,10234
V,1004,1
V,1044,1
C,10235,10235
V,1064,1
V,1026,1
C,10236,10236
V,1034,1
V,1004,1
C,10237,10237
V,1119,1
V,1030,1
V,1017,1
V,1004,1
V,1075,1
V,1018,1
C,10238,10238
V,1008,1
V,1009,1
C,10239,10239
V,1008,1
V,1034,1
C,10240,10240
V,1008,1
V,1038,1
V,1026,1
V,1041,1
V,1053,1
C,10241,10241
V,1037,1
V,1009,1
V,1054,1
V,1017,1
V,1034,1
C,10242,10242
V,1125,1
V,1026,1
C,10243,10243
V,1002,1
C,10244,10244
V,1038,1
V,1026,1
V,1053,1
C,10245,10245
V,1045,1
V,1008,1
V,1018,1
V,1034,1
C,10246,10246
V,1008,1
V,1034,1
C,10247,10247
V,1003,1
V,1001,1
C,10248,10248
V,1008,1
C,10249,10249
V,1100,1
C,10250,10250
V,1061,1
C,10251,10251
V,1040,1
C,10252,10252
V,1151,1
V,1001,1
V,1018,1
C,10253,10253
V,1008,1
V,1009,1
V,1040,1
V,1001,1
V,1003,1
V,1014,1
V,1018,1
C,10254,10254
V,1010,1
V,1093,1
C,10255,10255
V,1099,1
V,1100,1
V,1032,1
V,1018,1
C,10256,10256
V,1008,1
V,1034,1
C,10257,10257
V,1130,1
V,1124,1
V,1100,1
V,1134,1
V,1018,1
V,1004,1
C,10258,10258
V,1000,1
V,1008,1
V,1017,1
V,1014,1
C,10259,10259
V,1034,1
C,10260,10260
V,1008,1
V,1034,1
C,10261,10261
V,1025,1
V,1026,1
V,1034,1
C,10262,10262
V,1008,1
V,1127,1
V,1032,1
C,10263,10263
V,1130,1
V,1054,1
V,1096,1
V,1014,1
V,1004,1
C,10264,10264
V,1018,1
V,1075,1
C,10265,10265
V,1032,1
C,10266,10266
V,1008,1
V,1034,1
C,10267,10267
V,1049,1
V,1001,1
C,10268,10268
V,1003,1
V,1018,1
C,10269,10269
V,1008,1
V,1026,1
V,1034,1
C,10270,10270
V,1045,1
V,1058,1
V,1054,1
V,1017,1
V,1004,1
V,1018,1
V,1008,1
V,1046,1
V,1009,1
C,10271,10271
V,1008,1
V,1131,1
V,1034,1
V,1018,1
C,10272,10272
V,1029,1
C,10273,10273
V,1008,1
V,1295,1
V,1034,1
C,10274,10274
V,1020,1
C,10275,10275
V,1008,1
V,1034,1
C,10276,10276
V,1009,1
V,1076,1
V,1017,1
V,1004,1
V,1018,1
V,1074,1
C,10277,10277
V,1000,1
V,1001,1
C,10278,10278
V,1001,1
V,1003,1
V,1184,1
C,10279,10279
V,1008,1
V,1025,1
V,1070,1
V,1039,1
V,1041,1
V,1203,1
V,1034,1
C,10280,10280
V,1008,1
V,1004,1
V,1034,1
C,10281,10281
V,1025,1
V,1026,1
C,10282,10282
V,1009,1
C,10283,10283
V,1061,1
C,10284,10284
V,1025,1
V,1026,1
V,1075,1
C,10285,10285
V,1017,1
C,10286,10286
V,1025,1
V,1056,1
V,1046,1
V,1032,1
V,1001,1
V,1004,1
C,10287,10287
V,1008,1
V,1009,1
C,10288,10288
V,1034,1
V,1018,1
C,10289,10289
V,1008,1
V,1003,1
V,1018,1
V,1034,1
C,10290,10290
V,1010,1
V,1017,1
V,1053,1
C,10291,10291
V,1002,1
C,10292,10292
V,1025,1
V,1009,1
C,10293,10293
V,1001,1
V,1003,1
V,1004,1
C,10294,10294
V,1025,1
V,1026,1
C,10295,10295
V,1032,1
C,10296,10296
V,1009,1
V,1059,1
C,10297,10297
V,1008,1
V,1003,1
V,1018,1
V,1004,1
C,10298,10298
V,1008,1
V,1017,1
V,1034,1
C,10299,10299
V,1025,1
V,1008,1
V,1058,1
V,1017,1
V,1209,1
V,1001,1
V,1004,1
V,1034,1
C,10300,10300
V,1008,1
V,1010,1
V,1065,1
C,10301,10301
V,1124,1
V,1148,1
V,1070,1
V,1018,1
V,1072,1
V,1038,1
V,1026,1
V,1214,1
V,1041,1
C,10302,10302
V,1032,1
C,10303,10303
V,1037,1
V,1009,1
V,1017,1
V,1001,1
C,10304,10304
V,1049,1
V,1001,1
C,10305,10305
V,1035,1
V,1037,1
V,1038,1
V,1009,1
V,1026,1
V,1018,1
C,10306,10306
V,1029,1
C,10307,10307
V,1001,1
C,10308,10308
V,1008,1
V,1076,1
V,1003,1
V,1004,1
C,10309,10309
V,1008,1
C,10310,10310
V,1008,1
V,1034,1
C,10311,10311
V,1049,1
V,1001,1
V,1078,1
V,1018,1
C,10312,10312
V,1034,1
C,10313,10313
V,1008,1
V,1070,1
V,1041,1
V,1034,1
C,10314,10314
V,1001,1
C,10315,10315
V,1004,1
V,1034,1
C,10316,10316
V,1017,1
C,10317,10317
V,1025,1
C,10318,10318
V,1004,1
C,10319,10319
V,1018,1
V,1078,1
V,1035,1
V,1009,1
V,1100,1
V,1003,1
V,1001,1
V,1083,1
C,10320,10320
V,1017,1
V,1013,1
V,1018,1
V,1004,1
V,1010,1
V,1187,1
V,1008,1
V,1100,1
V,1001,1
C,10321,10321
V,1076,1
V,1114,1
V,1001,1
V,1003,1
V,1018,1
V,1078,1
C,10322,10322
V,1113,1
V,1034,1
C,10323,10323
V,1034,1
C,10324,10324
V,1036,1
V,1062,1
V,1295,1
V,1040,1
V,1017,1
V,1169,1
V,1021,1
C,10325,10325
V,1003,1
V,1001,1
C,10326,10326
V,1008,1
V,1034,1
C,10327,10327
V,1041,1
C,10328,10328
V,1007,1
C,10329,10329
V,1037,1
V,1009,1
V,1017,1
V,1088,1
C,10330,10330
V,1015,1
V,1016,1
V,1017,1
C,10331,10331
V,1004,1
C,10332,10332
V,1008,1
V,1037,1
V,1009,1
C,10333,10333
V,1034,1
C,10334,10334
V,1001,1
C,10335,10335
V,1026,1
V,1155,1
V,1075,1
C,10336,10336
V,1109,1
C,10337,10337
V,1212,1
V,1136,1
V,1058,1
V,1017,1
V,1168,1
V,1001,1
V,1004,1
V,1018,1
V,1034,1
C,10338,10338
V,1008,1
V,1034,1
C,10339,10339
V,1105,1
C,10340,10340
V,1061,1
V,1002,1
C,10341,10341
V,1070,1
V,1034,1
V,1018,1
C,10342,10342
V,1008,1
V,1009,1
V,1017,1
V,1052,1
V,1041,1
V,1004,1
V,1048,1
V,1018,1
C,10343,10343
V,1058,1
V,1006,1
C,10344,10344
V,1008,1
V,1035,1
V,1135,1
V,1001,1
V,1003,1
V,1203,1
V,1018,1
C,10345,10345
V,1008,1
V,1076,1
V,1003,1
V,1001,1
C,10346,10346
V,1038,1
C,10347,10347
V,1030,1
V,1157,1
V,1009,1
V,1004,1
C,10348,10348
V,1127,1
V,1008,1
V,1017,1
V,1026,1
V,1004,1
C,10349,10349
V,1017,1
V,1060,1
V,1052,1
V,1004,1
C,10350,10350
V,1008,1
V,1034,1
C,10351,10351
V,1008,1
V,1111,1
V,1017,1
V,1002,1
V,1004,1
V,1034,1
C,10352,10352
V,1034,1
C,10353,10353
V,1100,1
V,1121,1
V,1034,1
V,1004,1
C,10354,10354
V,1119,1
V,1056,1
V,1017,1
V,1075,1
V,1018,1
C,10355,10355
V,1008,1
V,1007,1
V,1165,1
V,1034,1
V,1067,1
C,10356,10356
V,1001,1
C,10357,10357
V,1123,1
V,1009,1
V,1007,1
C,10358,10358
V,1050,1
C,10359,10359
V,1034,1
V,1105,1
C,10360,10360
V,1092,1
V,1034,1
V,1018,1
C,10361,10361
V,1017,1
V,1032,1
C,10362,10362
V,1150,1
V,1004,1
V,1156,1
C,10363,10363
V,1034,1
C,10364,10364
V,1045,1
V,1008,1
V,1058,1
V,1017,1
V,1034,1
C,10365,10365
V,1004,1
C,10366,10366
V,1034,1
C,10367,10367
V,1025,1
V,1026,1
C,10368,10368
V,1008,1
V,1009,1
C,10369,10369
V,1020,1
V,1042,1
C,10370,10370
V,1008,1
V,1034,1
C,10371,10371
V,1008,1
V,1295,1
V,1038,1
V,1026,1
V,1018,1
C,10372,10372
V,1034,1
C,10373,10373
V,1054,1
V,1017,1
C,10374,10374
V,1008,1
V,1009,1
C,10375,10375
V,1064,1
V,1098,1
V,1020,1
V,1041,1
V,1004,1
V,1028,1
C,10376,10376
V,1131,1
C,10377,10377
V,1065,1
V,1058,1
V,1017,1
V,1070,1
V,1004,1
V,1071,1
V,1000,1
V,1026,1
V,1041,1
V,1001,1
V,1034,1
C,10378,10378
V,1008,1
V,1034,1
C,10379,10379
V,1008,1
V,1035,1
V,1009,1
C,10380,10380
V,1127,1
V,1038,1
V,1026,1
V,1053,1
V,1034,1
C,10381,10381
V,1054,1
C,10382,10382
V,1010,1
V,1064,1
V,1038,1
V,1026,1
V,1070,1
V,1003,1
V,1024,1
V,1004,1
C,10383,10383
V,1034,1
C,10384,10384
V,1085,1
V,1001,1
C,10385,10385
V,1064,1
V,1063,1
V,1024,1
V,1159,1
V,1011,1
V,1040,1
V,1003,1
V,1042,1
V,1083,1
V,1081,1
V,1020,1
V,1008,1
V,1030,1
V,1038,1
V,1026,1
V,1041,1
V,1001,1
V,1053,1
C,10386,10386
V,1008,1
V,1034,1
C,10387,10387
V,1000,1
V,1004,1
C,10388,10388
V,1235,1
V,1018,1
C,10389,10389
V,1030,1
V,1017,1
C,10390,10390
V,1034,1
C,10391,10391
V,1004,1
V,1034,1
C,10392,10392
V,1030,1
V,1137,1
C,10393,10393
V,1004,1
C,10394,10394
V,1008,1
V,1095,1
V,1058,1
V,1052,1
V,1040,1
V,1018,1
C,10395,10395
V,1004,1
C,10396,10396
V,1008,1
V,1030,1
V,1017,1
V,1024,1
V,1018,1
V,1078,1
V,1004,1
C,10397,10397
V,1000,1
V,1014,1
C,10398,10398
V,1058,1
C,10399,10399
V,1112,1
V,1008,1
V,1035,1
V,1037,1
V,1009,1
V,1075,1
V,1018,1
C,10400,10400
V,1008,1
V,1127,1
C,10401,10401
V,1008,1
V,1157,1
V,1011,1
V,1040,1
V,1017,1
V,1034,1
V,1053,1
V,1004,1
V,1018,1
V,1021,1
C,10402,10402
V,1007,1
V,1073,1
V,1018,1
V,1004,1
V,1008,1
V,1009,1
V,1039,1
V,1001,1
V,1003,1
V,1167,1
C,10403,10403
V,1008,1
V,1004,1
C,10404,10404
V,1008,1
V,1034,1
C,10405,10405
V,1008,1
V,1034,1
C,10406,10406
V,1008,1
V,1009,1
C,10407,10407
V,1135,1
V,1040,1
V,1001,1
V,1003,1
V,1018,1
C,10408,10408
V,1124,1
V,1014,1
V,1008,1
V,1000,1
V,1038,1
V,1039,1
V,1026,1
V,1041,1
C,10409,10409
V,1001,1
V,1004,1
C,10410,10410
V,1004,1
C,10411,10411
V,1004,1
V,1034,1
C,10412,10412
V,1295,1
V,1018,1
C,10413,10413
V,1000,1
V,1041,1
V,1014,1
C,10414,10414
V,1004,1
C,10415,10415
V,1008,1
V,1037,1
V,1009,1
V,1017,1
C,10416,10416
V,1008,1
V,1001,1
V,1018,1
C,10417,10417
V,1008,1
V,1034,1
C,10418,10418
V,1026,1
C,10419,10419
V,1008,1
V,1073,1
V,1034,1
C,10420,10420
V,1004,1
C,10421,10421
V,1035,1
V,1017,1
V,1001,1
V,1003,1
V,1018,1
V,1004,1
C,10422,10422
V,1035,1
V,1008,1
V,1037,1
V,1009,1
V,1003,1
V,1004,1
V,1018,1
V,1034,1
C,10423,10423
V,1008,1
V,1009,1
V,1032,1
V,1034,1
C,10424,10424
V,1008,1
V,1000,1
V,1119,1
V,1089,1
V,1125,1
V,1026,1
V,1052,1
V,1070,1
V,1040,1
V,1031,1
V,1001,1
V,1041,1
V,1088,1
V,1063,1
V,1014,1
V,1067,1
C,10425,10425
V,1004,1
C,10426,10426
V,1001,1
V,1061,1
V,1003,1
V,1078,1
C,10427,10427
V,1020,1
C,10428,10428
V,1217,1
C,10429,10429
V,1112,1
V,1034,1
C,10430,10430
V,1025,1
V,1073,1
V,1026,1
V,1007,1
C,10431,10431
V,1119,1
V,1096,1
V,1021,1
C,10432,10432
V,1008,1
C,10433,10433
V,1051,1
V,1058,1
V,1024,1
V,1177,1
V,1008,1
V,1009,1
V,1038,1
V,1026,1
V,1039,1
V,1041,1
C,10434,10434
V,1040,1
V,1017,1
V,1060,1
V,1007,1
V,1166,1
C,10435,10435
V,1003,1
C,10436,10436
V,1037,1
V,1009,1
V,1017,1
C,10437,10437
V,1032,1
C,10438,10438
V,1146,1
V,1004,1
C,10439,10439
V,1040,1
V,1034,1
V,1004,1
C,10440,10440
V,1008,1
V,1009,1
C,10441,10441
V,1121,1
V,1002,1
C,10442,10442
V,1008,1
V,1031,1
V,1034,1
C,10443,10443
V,1080,1
C,10444,10444
V,1008,1
V,1020,1
V,1001,1
V,1024,1
V,1004,1
V,1018,1
C,10445,10445
V,1073,1
C,10446,10446
V,1100,1
V,1160,1
V,1001,1
V,1003,1
V,1193,1
C,10447,10447
V,1045,1
V,1008,1
V,1017,1
C,10448,10448
V,1004,1
C,10449,10449
V,1008,1
V,1034,1
C,10450,10450
V,1034,1
C,10451,10451
V,1018,1
C,10452,10452
V,1040,1
V,1031,1
V,1004,1
C,10453,10453
V,1056,1
C,10454,10454
V,1018,1
V,1004,1
C,10455,10455
V,1001,1
V,1184,1
C,10456,10456
V,1017,1
V,1018,1
V,1004,1
V,1008,1
V,1010,1
V,1035,1
V,1009,1
V,1003,1
V,1001,1
C,10457,10457
V,1025,1
V,1026,1
C,10458,10458
V,1025,1
V,1000,1
V,1136,1
V,1046,1
V,1026,1
V,1041,1
V,1001,1
C,10459,10459
V,1004,1
V,1034,1
C,10460,10460
V,1008,1
V,1017,1
V,1034,1
C,10461,10461
V,1034,1
C,10462,10462
V,1004,1
C,10463,10463
V,1008,1
V,1009,1
C,10464,10464
V,1119,1
V,1020,1
V,1001,1
V,1003,1
V,1021,1
C,10465,10465
V,1046,1
V,1004,1
C,10466,10466
V,1008,1
V,1127,1
C,10467,10467
V,1017,1
V,1052,1
V,1018,1
C,10468,10468
V,1008,1
V,1038,1
V,1026,1
C,10469,10469
V,1008,1
V,1040,1
V,1034,1
V,1057,1
C,10470,10470
V,1001,1
C,10471,10471
V,1034,1
C,10472,10472
V,1010,1
V,1183,1
V,1017,1
V,1004,1
V,1042,1
V,1021,1
C,10473,10473
V,1025,1
V,1065,1
V,1020,1
V,1104,1
V,1073,1
V,1017,1
V,1007,1
V,1074,1
V,1009,1
V,1125,1
V,1026,1
V,1041,1
V,1034,1
C,10474,10474
V,1008,1
V,1034,1
C,10475,10475
V,1034,1
C,10476,10476
V,1008,1
V,1076,1
V,1001,1
C,10477,10477
V,1035,1
V,1008,1
C,10478,10478
V,1004,1
C,10479,10479
V,1001,1
V,1003,1
C,10480,10480
